tool_id,tool_status,merge_key,start_time,end_time
TOOL_002,Productive; Regular Production,4758,2024-08-17 23:00:00,2024-08-18 02:00:00
TOOL_002,Productive; Regular Production,4759,2024-08-18 02:00:00,2024-08-18 04:00:00
TOOL_002,Productive; Regular Production,4760,2024-08-18 04:00:00,2024-08-18 07:00:00
TOOL_002,Productive; Regular Production,4761,2024-08-18 07:00:00,2024-08-18 09:00:00
TOOL_002,Productive; Regular Production,4762,2024-08-18 09:00:00,2024-08-18 11:00:00
TOOL_002,Productive; Regular Production,4763,2024-08-18 11:00:00,2024-08-18 13:00:00
TOOL_002,Productive; Regular Production,4764,2024-08-18 13:00:00,2024-08-18 15:00:00
TOOL_002,Productive; Regular Production,4765,2024-08-18 15:00:00,2024-08-18 17:00:00
TOOL_002,Productive; Regular Production,4766,2024-08-18 17:00:00,2024-08-18 20:00:00
TOOL_002,Productive; Regular Production,4767,2024-08-18 20:00:00,2024-08-18 23:00:00
TOOL_002,Productive; Regular Production,4768,2024-08-18 23:00:00,2024-08-19 02:00:00
TOOL_002,Productive; Regular Production,4769,2024-08-19 02:00:00,2024-08-19 05:00:00
TOOL_002,Productive; Regular Production,4770,2024-08-19 05:00:00,2024-08-19 08:00:00
TOOL_002,Unscheduled Downtime; Repair; Repair - Repair,4771,2024-08-19 08:00:00,2024-08-19 13:00:00
TOOL_002,Productive; Engineering Runs; Post Maintenance Qual,4772,2024-08-19 13:00:00,2024-08-19 16:00:00
TOOL_002,Productive; Regular Production,4773,2024-08-19 16:00:00,2024-08-19 18:00:00
TOOL_002,Productive; Regular Production,4774,2024-08-19 18:00:00,2024-08-19 20:00:00
TOOL_002,Productive; Regular Production,4775,2024-08-19 20:00:00,2024-08-19 22:00:00
TOOL_002,Productive; Regular Production,4776,2024-08-19 22:00:00,2024-08-20 00:00:00
TOOL_002,Productive; Regular Production,4777,2024-08-20 00:00:00,2024-08-20 02:00:00
TOOL_002,Productive; Regular Production,4778,2024-08-20 02:00:00,2024-08-20 05:00:00
TOOL_002,Productive; Regular Production,4779,2024-08-20 05:00:00,2024-08-20 07:00:00
TOOL_002,Productive; Regular Production,4780,2024-08-20 07:00:00,2024-08-20 10:00:00
TOOL_002,Productive; Regular Production,4781,2024-08-20 10:00:00,2024-08-20 12:00:00
TOOL_002,Productive; Regular Production,4782,2024-08-20 12:00:00,2024-08-20 15:00:00
TOOL_002,Productive; Regular Production,4783,2024-08-20 15:00:00,2024-08-20 18:00:00
TOOL_002,Productive; Regular Production,4784,2024-08-20 18:00:00,2024-08-20 20:00:00
TOOL_002,Productive; Regular Production,4785,2024-08-20 20:00:00,2024-08-20 23:00:00
TOOL_002,Productive; Regular Production,4786,2024-08-20 23:00:00,2024-08-21 01:00:00
TOOL_002,Productive; Regular Production,4787,2024-08-21 01:00:00,2024-08-21 04:00:00
TOOL_002,Productive; Regular Production,4788,2024-08-21 04:00:00,2024-08-21 07:00:00
TOOL_002,Productive; Regular Production,4789,2024-08-21 07:00:00,2024-08-21 09:00:00
TOOL_002,Productive; Regular Production,4790,2024-08-21 09:00:00,2024-08-21 11:00:00
TOOL_002,Productive; Regular Production,4791,2024-08-21 11:00:00,2024-08-21 13:00:00
TOOL_002,Productive; Regular Production,4792,2024-08-21 13:00:00,2024-08-21 16:00:00
TOOL_002,Productive; Regular Production,4793,2024-08-21 16:00:00,2024-08-21 18:00:00
TOOL_002,Productive; Regular Production,4794,2024-08-21 18:00:00,2024-08-21 20:00:00
TOOL_002,Productive; Regular Production,4795,2024-08-21 20:00:00,2024-08-21 23:00:00
TOOL_002,Productive; Regular Production,4796,2024-08-21 23:00:00,2024-08-22 01:00:00
TOOL_002,Productive; Regular Production,4797,2024-08-22 01:00:00,2024-08-22 03:00:00
TOOL_002,Productive; Regular Production,4798,2024-08-22 03:00:00,2024-08-22 05:00:00
TOOL_002,Productive; Regular Production,4799,2024-08-22 05:00:00,2024-08-22 07:00:00
TOOL_002,Productive; Engineering Runs; Service Routine - Do Not Reload,4800,2024-08-22 07:00:00,2024-08-22 09:00:00
TOOL_002,Productive; Regular Production,4801,2024-08-22 09:00:00,2024-08-22 12:00:00
TOOL_002,Productive; Regular Production,4802,2024-08-22 12:00:00,2024-08-22 14:00:00
TOOL_002,Productive; Regular Production,4803,2024-08-22 14:00:00,2024-08-22 17:00:00
TOOL_002,Productive; Regular Production,4804,2024-08-22 17:00:00,2024-08-22 19:00:00
TOOL_002,Productive; Regular Production,4805,2024-08-22 19:00:00,2024-08-22 22:00:00
TOOL_002,Productive; Regular Production,4806,2024-08-22 22:00:00,2024-08-23 00:00:00
TOOL_002,Productive; Regular Production,4807,2024-08-23 00:00:00,2024-08-23 03:00:00
TOOL_002,Productive; Regular Production,4808,2024-08-23 03:00:00,2024-08-23 05:00:00
TOOL_002,Productive; Regular Production,4809,2024-08-23 05:00:00,2024-08-23 07:00:00
TOOL_002,Productive; Regular Production,4810,2024-08-23 07:00:00,2024-08-23 10:00:00
TOOL_002,Productive; Regular Production,4811,2024-08-23 10:00:00,2024-08-23 13:00:00
TOOL_002,Productive; Regular Production,4812,2024-08-23 13:00:00,2024-08-23 15:00:00
TOOL_002,Productive; Regular Production,4813,2024-08-23 15:00:00,2024-08-23 18:00:00
TOOL_002,Productive; Regular Production,4814,2024-08-23 18:00:00,2024-08-23 20:00:00
TOOL_002,Productive; Regular Production,4815,2024-08-23 20:00:00,2024-08-23 22:00:00
TOOL_002,Productive; Regular Production,4816,2024-08-23 22:00:00,2024-08-24 01:00:00
TOOL_002,Productive; Regular Production,4817,2024-08-24 01:00:00,2024-08-24 04:00:00
TOOL_002,Productive; Regular Production,4818,2024-08-24 04:00:00,2024-08-24 06:00:00
TOOL_002,Productive; Regular Production,4819,2024-08-24 06:00:00,2024-08-24 09:00:00
TOOL_002,Productive; Engineering Runs; Service Routine - Do Not Reload,4820,2024-08-24 09:00:00,2024-08-24 11:00:00
TOOL_002,Productive; Regular Production,4821,2024-08-24 11:00:00,2024-08-24 13:00:00
TOOL_002,Productive; Regular Production,4822,2024-08-24 13:00:00,2024-08-24 16:00:00
TOOL_002,Productive; Regular Production,4823,2024-08-24 16:00:00,2024-08-24 18:00:00
TOOL_002,Productive; Regular Production,4824,2024-08-24 18:00:00,2024-08-24 20:00:00
TOOL_002,Productive; Regular Production,4825,2024-08-24 20:00:00,2024-08-24 23:00:00
TOOL_002,Productive; Regular Production,4826,2024-08-24 23:00:00,2024-08-25 01:00:00
TOOL_002,Productive; Regular Production,4827,2024-08-25 01:00:00,2024-08-25 04:00:00
TOOL_002,Productive; Engineering Runs; Service Routine - Do Not Reload,4828,2024-08-25 04:00:00,2024-08-25 07:00:00
TOOL_002,Productive; Regular Production,4829,2024-08-25 07:00:00,2024-08-25 09:00:00
TOOL_002,Productive; Regular Production,4830,2024-08-25 09:00:00,2024-08-25 12:00:00
TOOL_002,Standby; No Operator; Waiting For Carrier Delivery/Pickup,4831,2024-08-25 12:00:00,2024-08-25 14:00:00
TOOL_002,Productive; Regular Production,4832,2024-08-25 14:00:00,2024-08-25 16:00:00
TOOL_002,Productive; Regular Production,4833,2024-08-25 16:00:00,2024-08-25 18:00:00
TOOL_002,Productive; Regular Production,4834,2024-08-25 18:00:00,2024-08-25 21:00:00
TOOL_002,Productive; Regular Production,4835,2024-08-25 21:00:00,2024-08-25 23:00:00
TOOL_002,Productive; Regular Production,4836,2024-08-25 23:00:00,2024-08-26 02:00:00
TOOL_002,Productive; Regular Production,4837,2024-08-26 02:00:00,2024-08-26 04:00:00
TOOL_002,Productive; Regular Production,4838,2024-08-26 04:00:00,2024-08-26 06:00:00
TOOL_002,Productive; Regular Production,4839,2024-08-26 06:00:00,2024-08-26 09:00:00
TOOL_002,Productive; Regular Production,4840,2024-08-26 09:00:00,2024-08-26 11:00:00
TOOL_002,Productive; Regular Production,4841,2024-08-26 11:00:00,2024-08-26 13:00:00
TOOL_002,Productive; Regular Production,4842,2024-08-26 13:00:00,2024-08-26 15:00:00
TOOL_002,Productive; Regular Production,4843,2024-08-26 15:00:00,2024-08-26 18:00:00
TOOL_002,Productive; Regular Production,4844,2024-08-26 18:00:00,2024-08-26 20:00:00
TOOL_002,Productive; Regular Production,4845,2024-08-26 20:00:00,2024-08-26 22:00:00
TOOL_002,Productive; Regular Production,4846,2024-08-26 22:00:00,2024-08-27 00:00:00
TOOL_002,Productive; Regular Production,4847,2024-08-27 00:00:00,2024-08-27 03:00:00
TOOL_002,Productive; Regular Production,4848,2024-08-27 03:00:00,2024-08-27 05:00:00
TOOL_002,Productive; Regular Production,4849,2024-08-27 05:00:00,2024-08-27 08:00:00
TOOL_002,Productive; Regular Production,4850,2024-08-27 08:00:00,2024-08-27 11:00:00
TOOL_002,Productive; Regular Production,4851,2024-08-27 11:00:00,2024-08-27 13:00:00
TOOL_002,Productive; Engineering Runs; Service Routine - Do Not Reload,4852,2024-08-27 13:00:00,2024-08-27 15:00:00
TOOL_002,Productive; Regular Production,4853,2024-08-27 15:00:00,2024-08-27 18:00:00
TOOL_002,Unscheduled Downtime; User Maintenance Delay,4854,2024-08-27 18:00:00,2024-08-27 20:00:00
TOOL_002,Unscheduled Downtime; Repair; Repair - Repair,4855,2024-08-27 20:00:00,2024-08-28 01:00:00
TOOL_002,Productive; Engineering Runs; Post Maintenance Qual,4856,2024-08-28 01:00:00,2024-08-28 03:00:00
TOOL_002,Productive; Regular Production,4857,2024-08-28 03:00:00,2024-08-28 06:00:00
TOOL_002,Productive; Regular Production,4858,2024-08-28 06:00:00,2024-08-28 09:00:00
TOOL_002,Productive; Regular Production,4859,2024-08-28 09:00:00,2024-08-28 11:00:00
TOOL_002,Productive; Regular Production,4860,2024-08-28 11:00:00,2024-08-28 14:00:00
TOOL_002,Productive; Regular Production,4861,2024-08-28 14:00:00,2024-08-28 17:00:00
TOOL_002,Productive; Regular Production,4862,2024-08-28 17:00:00,2024-08-28 19:00:00
TOOL_002,Productive; Regular Production,4863,2024-08-28 19:00:00,2024-08-28 21:00:00
TOOL_002,Productive; Regular Production,4864,2024-08-28 21:00:00,2024-08-28 23:00:00
TOOL_002,Productive; Regular Production,4865,2024-08-28 23:00:00,2024-08-29 01:00:00
TOOL_002,Productive; Regular Production,4866,2024-08-29 01:00:00,2024-08-29 04:00:00
TOOL_002,Productive; Regular Production,4867,2024-08-29 04:00:00,2024-08-29 06:00:00
TOOL_002,Productive; Regular Production,4868,2024-08-29 06:00:00,2024-08-29 09:00:00
TOOL_002,Productive; Regular Production,4869,2024-08-29 09:00:00,2024-08-29 11:00:00
TOOL_002,Productive; Regular Production,4870,2024-08-29 11:00:00,2024-08-29 14:00:00
TOOL_002,Productive; Regular Production,4871,2024-08-29 14:00:00,2024-08-29 17:00:00
TOOL_002,Productive; Regular Production,4872,2024-08-29 17:00:00,2024-08-29 20:00:00
TOOL_002,Productive; Regular Production,4873,2024-08-29 20:00:00,2024-08-29 22:00:00
TOOL_002,Productive; Regular Production,4874,2024-08-29 22:00:00,2024-08-30 01:00:00
TOOL_002,Productive; Regular Production,4875,2024-08-30 01:00:00,2024-08-30 04:00:00
TOOL_002,Productive; Regular Production,4876,2024-08-30 04:00:00,2024-08-30 07:00:00
TOOL_002,Productive; Engineering Runs; Holding for Priority Lot,4877,2024-08-30 07:00:00,2024-08-30 09:00:00
TOOL_002,Productive; Regular Production,4878,2024-08-30 09:00:00,2024-08-30 12:00:00
TOOL_002,Productive; Regular Production,4879,2024-08-30 12:00:00,2024-08-30 14:00:00
TOOL_002,Productive; Regular Production,4880,2024-08-30 14:00:00,2024-08-30 16:00:00
TOOL_002,Productive; Regular Production,4881,2024-08-30 16:00:00,2024-08-30 18:00:00
TOOL_002,Productive; Regular Production,4882,2024-08-30 18:00:00,2024-08-30 21:00:00
TOOL_002,Productive; Regular Production,4883,2024-08-30 21:00:00,2024-08-31 00:00:00
TOOL_002,Productive; Regular Production,4884,2024-08-31 00:00:00,2024-08-31 03:00:00
TOOL_002,Productive; Regular Production,4885,2024-08-31 03:00:00,2024-08-31 05:00:00
TOOL_002,Scheduled Downtime; Preventive Maintenance; Bi-Weekly PM,4886,2024-08-31 05:00:00,2024-08-31 12:00:00
TOOL_002,Scheduled Downtime; User Maintenance Delay;,4887,2024-08-31 12:00:00,2024-08-31 14:00:00
TOOL_002,Scheduled Downtime; Preventive Maintenance; Bi-Weekly PM,4888,2024-08-31 14:00:00,2024-08-31 19:00:00
TOOL_002,Productive; Engineering Runs; Post Maintenance Qual,4889,2024-08-31 19:00:00,2024-08-31 22:00:00
TOOL_002,Productive; Regular Production,4890,2024-08-31 22:00:00,2024-09-01 01:00:00
TOOL_002,Productive; Regular Production,4891,2024-09-01 01:00:00,2024-09-01 04:00:00
TOOL_002,Productive; Regular Production,4892,2024-09-01 04:00:00,2024-09-01 06:00:00
TOOL_002,Productive; Regular Production,4893,2024-09-01 06:00:00,2024-09-01 09:00:00
TOOL_002,Productive; Regular Production,4894,2024-09-01 09:00:00,2024-09-01 12:00:00
TOOL_002,Productive; Regular Production,4895,2024-09-01 12:00:00,2024-09-01 14:00:00
TOOL_002,Productive; Regular Production,4896,2024-09-01 14:00:00,2024-09-01 16:00:00
TOOL_002,Productive; Regular Production,4897,2024-09-01 16:00:00,2024-09-01 19:00:00
TOOL_002,Productive; Regular Production,4898,2024-09-01 19:00:00,2024-09-01 21:00:00
TOOL_002,Productive; Regular Production,4899,2024-09-01 21:00:00,2024-09-01 23:00:00
TOOL_002,Productive; Regular Production,4900,2024-09-01 23:00:00,2024-09-02 02:00:00
TOOL_002,Productive; Regular Production,4901,2024-09-02 02:00:00,2024-09-02 04:00:00
TOOL_002,Productive; Regular Production,4902,2024-09-02 04:00:00,2024-09-02 07:00:00
TOOL_002,Productive; Regular Production,4903,2024-09-02 07:00:00,2024-09-02 09:00:00
TOOL_002,Productive; Regular Production,4904,2024-09-02 09:00:00,2024-09-02 11:00:00
TOOL_002,Productive; Regular Production,4905,2024-09-02 11:00:00,2024-09-02 14:00:00
TOOL_002,Productive; Regular Production,4906,2024-09-02 14:00:00,2024-09-02 17:00:00
TOOL_002,Productive; Regular Production,4907,2024-09-02 17:00:00,2024-09-02 19:00:00
TOOL_002,Productive; Regular Production,4908,2024-09-02 19:00:00,2024-09-02 22:00:00
TOOL_002,Productive; Regular Production,4909,2024-09-02 22:00:00,2024-09-03 01:00:00
TOOL_002,Productive; Regular Production,4910,2024-09-03 01:00:00,2024-09-03 04:00:00
TOOL_002,Productive; Regular Production,4911,2024-09-03 04:00:00,2024-09-03 07:00:00
TOOL_002,Productive; Regular Production,4912,2024-09-03 07:00:00,2024-09-03 09:00:00
TOOL_002,Productive; Regular Production,4913,2024-09-03 09:00:00,2024-09-03 11:00:00
TOOL_002,Productive; Regular Production,4914,2024-09-03 11:00:00,2024-09-03 14:00:00
TOOL_002,Productive; Regular Production,4915,2024-09-03 14:00:00,2024-09-03 17:00:00
TOOL_002,Productive; Regular Production,4916,2024-09-03 17:00:00,2024-09-03 19:00:00
TOOL_002,Productive; Regular Production,4917,2024-09-03 19:00:00,2024-09-03 21:00:00
TOOL_002,Productive; Engineering Runs; Holding for Priority Lot,4918,2024-09-03 21:00:00,2024-09-04 00:00:00
TOOL_002,Productive; Regular Production,4919,2024-09-04 00:00:00,2024-09-04 02:00:00
TOOL_002,Productive; Regular Production,4920,2024-09-04 02:00:00,2024-09-04 05:00:00
TOOL_002,Productive; Regular Production,4921,2024-09-04 05:00:00,2024-09-04 07:00:00
TOOL_002,Productive; Regular Production,4922,2024-09-04 07:00:00,2024-09-04 09:00:00
TOOL_002,Productive; Regular Production,4923,2024-09-04 09:00:00,2024-09-04 11:00:00
TOOL_002,Productive; Regular Production,4924,2024-09-04 11:00:00,2024-09-04 13:00:00
TOOL_002,Productive; Regular Production,4925,2024-09-04 13:00:00,2024-09-04 16:00:00
TOOL_002,Productive; Regular Production,4926,2024-09-04 16:00:00,2024-09-04 19:00:00
TOOL_002,Productive; Regular Production,4927,2024-09-04 19:00:00,2024-09-04 22:00:00
TOOL_002,Productive; Regular Production,4928,2024-09-04 22:00:00,2024-09-05 00:00:00
TOOL_002,Productive; Engineering Runs; Service Routine - Do Not Reload,4929,2024-09-05 00:00:00,2024-09-05 03:00:00
TOOL_002,Productive; Regular Production,4930,2024-09-05 03:00:00,2024-09-05 06:00:00
TOOL_002,Productive; Regular Production,4931,2024-09-05 06:00:00,2024-09-05 09:00:00
TOOL_002,Productive; Regular Production,4932,2024-09-05 09:00:00,2024-09-05 12:00:00
TOOL_002,Productive; Regular Production,4933,2024-09-05 12:00:00,2024-09-05 15:00:00
TOOL_002,Productive; Regular Production,4934,2024-09-05 15:00:00,2024-09-05 17:00:00
TOOL_002,Productive; Regular Production,4935,2024-09-05 17:00:00,2024-09-05 20:00:00
TOOL_002,Productive; Regular Production,4936,2024-09-05 20:00:00,2024-09-05 22:00:00
TOOL_002,Productive; Regular Production,4937,2024-09-05 22:00:00,2024-09-06 00:00:00
TOOL_002,Productive; Regular Production,4938,2024-09-06 00:00:00,2024-09-06 03:00:00
TOOL_002,Productive; Regular Production,4939,2024-09-06 03:00:00,2024-09-06 05:00:00
TOOL_002,Productive; Regular Production,4940,2024-09-06 05:00:00,2024-09-06 08:00:00
TOOL_002,Productive; Regular Production,4941,2024-09-06 08:00:00,2024-09-06 11:00:00
TOOL_002,Productive; Regular Production,4942,2024-09-06 11:00:00,2024-09-06 14:00:00
TOOL_002,Productive; Regular Production,4943,2024-09-06 14:00:00,2024-09-06 16:00:00
TOOL_002,Productive; Regular Production,4944,2024-09-06 16:00:00,2024-09-06 19:00:00
TOOL_002,Productive; Regular Production,4945,2024-09-06 19:00:00,2024-09-06 22:00:00
TOOL_002,Productive; Regular Production,4946,2024-09-06 22:00:00,2024-09-07 01:00:00
TOOL_002,Productive; Regular Production,4947,2024-09-07 01:00:00,2024-09-07 04:00:00
TOOL_002,Productive; Regular Production,4948,2024-09-07 04:00:00,2024-09-07 07:00:00
TOOL_002,Productive; Regular Production,4949,2024-09-07 07:00:00,2024-09-07 10:00:00
TOOL_002,Productive; Regular Production,4950,2024-09-07 10:00:00,2024-09-07 13:00:00
TOOL_002,Productive; Regular Production,4951,2024-09-07 13:00:00,2024-09-07 15:00:00
TOOL_002,Productive; Regular Production,4952,2024-09-07 15:00:00,2024-09-07 18:00:00
TOOL_002,Productive; Regular Production,4953,2024-09-07 18:00:00,2024-09-07 21:00:00
TOOL_002,Productive; Regular Production,4954,2024-09-07 21:00:00,2024-09-08 00:00:00
TOOL_002,Productive; Regular Production,4955,2024-09-08 00:00:00,2024-09-08 03:00:00
TOOL_002,Productive; Regular Production,4956,2024-09-08 03:00:00,2024-09-08 05:00:00
TOOL_002,Productive; Regular Production,4957,2024-09-08 05:00:00,2024-09-08 07:00:00
TOOL_002,Productive; Regular Production,4958,2024-09-08 07:00:00,2024-09-08 09:00:00
TOOL_002,Productive; Regular Production,4959,2024-09-08 09:00:00,2024-09-08 12:00:00
TOOL_002,Productive; Regular Production,4960,2024-09-08 12:00:00,2024-09-08 15:00:00
TOOL_002,Productive; Regular Production,4961,2024-09-08 15:00:00,2024-09-08 18:00:00
TOOL_002,Productive; Regular Production,4962,2024-09-08 18:00:00,2024-09-08 20:00:00
TOOL_002,Productive; Regular Production,4963,2024-09-08 20:00:00,2024-09-08 23:00:00
TOOL_002,Productive; Regular Production,4964,2024-09-08 23:00:00,2024-09-09 01:00:00
TOOL_002,Productive; Regular Production,4965,2024-09-09 01:00:00,2024-09-09 04:00:00
TOOL_002,Productive; Regular Production,4966,2024-09-09 04:00:00,2024-09-09 06:00:00
TOOL_002,Productive; Regular Production,4967,2024-09-09 06:00:00,2024-09-09 08:00:00
TOOL_002,Productive; Regular Production,4968,2024-09-09 08:00:00,2024-09-09 11:00:00
TOOL_002,Productive; Regular Production,4969,2024-09-09 11:00:00,2024-09-09 14:00:00
TOOL_002,Productive; Regular Production,4970,2024-09-09 14:00:00,2024-09-09 17:00:00
TOOL_002,Productive; Regular Production,4971,2024-09-09 17:00:00,2024-09-09 20:00:00
TOOL_002,Productive; Regular Production,4972,2024-09-09 20:00:00,2024-09-09 22:00:00
TOOL_002,Productive; Regular Production,4973,2024-09-09 22:00:00,2024-09-10 00:00:00
TOOL_002,Productive; Regular Production,4974,2024-09-10 00:00:00,2024-09-10 02:00:00
TOOL_002,Productive; Regular Production,4975,2024-09-10 02:00:00,2024-09-10 05:00:00
TOOL_002,Unscheduled Downtime; Repair; Repair - Repair,4976,2024-09-10 05:00:00,2024-09-10 08:00:00
TOOL_002,Productive; Engineering Runs; Post Maintenance Qual,4977,2024-09-10 08:00:00,2024-09-10 13:00:00
TOOL_002,Productive; Regular Production,4978,2024-09-10 13:00:00,2024-09-10 15:00:00
TOOL_002,Productive; Regular Production,4979,2024-09-10 15:00:00,2024-09-10 17:00:00
TOOL_002,Productive; Regular Production,4980,2024-09-10 17:00:00,2024-09-10 20:00:00
TOOL_002,Productive; Regular Production,4981,2024-09-10 20:00:00,2024-09-10 23:00:00
TOOL_002,Productive; Regular Production,4982,2024-09-10 23:00:00,2024-09-11 02:00:00
TOOL_002,Productive; Regular Production,4983,2024-09-11 02:00:00,2024-09-11 04:00:00
TOOL_002,Productive; Regular Production,4984,2024-09-11 04:00:00,2024-09-11 06:00:00
TOOL_002,Productive; Regular Production,4985,2024-09-11 06:00:00,2024-09-11 09:00:00
TOOL_002,Productive; Regular Production,4986,2024-09-11 09:00:00,2024-09-11 11:00:00
TOOL_002,Productive; Regular Production,4987,2024-09-11 11:00:00,2024-09-11 14:00:00
TOOL_002,Productive; Regular Production,4988,2024-09-11 14:00:00,2024-09-11 16:00:00
TOOL_002,Productive; Regular Production,4989,2024-09-11 16:00:00,2024-09-11 18:00:00
TOOL_002,Productive; Regular Production,4990,2024-09-11 18:00:00,2024-09-11 20:00:00
TOOL_002,Productive; Regular Production,4991,2024-09-11 20:00:00,2024-09-11 22:00:00
TOOL_002,Productive; Regular Production,4992,2024-09-11 22:00:00,2024-09-12 00:00:00
TOOL_002,Productive; Regular Production,4993,2024-09-12 00:00:00,2024-09-12 02:00:00
TOOL_002,Productive; Regular Production,4994,2024-09-12 02:00:00,2024-09-12 05:00:00
TOOL_002,Productive; Regular Production,4995,2024-09-12 05:00:00,2024-09-12 08:00:00
TOOL_002,Productive; Regular Production,4996,2024-09-12 08:00:00,2024-09-12 10:00:00
TOOL_002,Productive; Regular Production,4997,2024-09-12 10:00:00,2024-09-12 13:00:00
TOOL_002,Productive; Regular Production,4998,2024-09-12 13:00:00,2024-09-12 16:00:00
TOOL_002,Productive; Regular Production,4999,2024-09-12 16:00:00,2024-09-12 18:00:00
TOOL_002,Productive; Regular Production,5000,2024-09-12 18:00:00,2024-09-12 20:00:00
TOOL_002,Productive; Regular Production,5001,2024-09-12 20:00:00,2024-09-12 23:00:00
TOOL_002,Productive; Regular Production,5002,2024-09-12 23:00:00,2024-09-13 01:00:00
TOOL_002,Productive; Regular Production,5003,2024-09-13 01:00:00,2024-09-13 03:00:00
TOOL_002,Productive; Regular Production,5004,2024-09-13 03:00:00,2024-09-13 06:00:00
TOOL_002,Productive; Regular Production,5005,2024-09-13 06:00:00,2024-09-13 09:00:00
TOOL_002,Productive; Regular Production,5006,2024-09-13 09:00:00,2024-09-13 12:00:00
TOOL_002,Productive; Regular Production,5007,2024-09-13 12:00:00,2024-09-13 15:00:00
TOOL_002,Productive; Regular Production,5008,2024-09-13 15:00:00,2024-09-13 18:00:00
TOOL_002,Productive; Regular Production,5009,2024-09-13 18:00:00,2024-09-13 21:00:00
TOOL_002,Productive; Regular Production,5010,2024-09-13 21:00:00,2024-09-13 23:00:00
TOOL_002,Productive; Regular Production,5011,2024-09-13 23:00:00,2024-09-14 01:00:00
TOOL_002,Productive; Regular Production,5012,2024-09-14 01:00:00,2024-09-14 03:00:00
TOOL_002,Productive; Regular Production,5013,2024-09-14 03:00:00,2024-09-14 06:00:00
TOOL_002,Productive; Regular Production,5014,2024-09-14 06:00:00,2024-09-14 09:00:00
TOOL_002,Productive; Regular Production,5015,2024-09-14 09:00:00,2024-09-14 11:00:00
TOOL_002,Productive; Regular Production,5016,2024-09-14 11:00:00,2024-09-14 14:00:00
TOOL_002,Productive; Regular Production,5017,2024-09-14 14:00:00,2024-09-14 17:00:00
TOOL_002,Productive; Engineering Runs; Processing - Do Not Reload,5018,2024-09-14 17:00:00,2024-09-14 19:00:00
TOOL_002,Productive; Regular Production,5019,2024-09-14 19:00:00,2024-09-14 22:00:00
TOOL_002,Productive; Regular Production,5020,2024-09-14 22:00:00,2024-09-15 01:00:00
TOOL_002,Productive; Regular Production,5021,2024-09-15 01:00:00,2024-09-15 03:00:00
TOOL_002,Standby; No Operator; Waiting For Carrier Delivery/Pickup,5022,2024-09-15 03:00:00,2024-09-15 06:00:00
TOOL_002,Productive; Regular Production,5023,2024-09-15 06:00:00,2024-09-15 08:00:00
TOOL_002,Productive; Regular Production,5024,2024-09-15 08:00:00,2024-09-15 10:00:00
TOOL_002,Productive; Regular Production,5025,2024-09-15 10:00:00,2024-09-15 12:00:00
TOOL_002,Productive; Regular Production,5026,2024-09-15 12:00:00,2024-09-15 14:00:00
TOOL_002,Productive; Regular Production,5027,2024-09-15 14:00:00,2024-09-15 17:00:00
TOOL_002,Productive; Regular Production,5028,2024-09-15 17:00:00,2024-09-15 20:00:00
TOOL_002,Scheduled Downtime; Preventive Maintenance; Bi-Weekly PM,5029,2024-09-15 20:00:00,2024-09-16 01:00:00
TOOL_002,Scheduled Downtime; User Maintenance Delay;,5030,2024-09-16 01:00:00,2024-09-16 04:00:00
TOOL_002,Scheduled Downtime; Preventive Maintenance; Bi-Weekly PM,5031,2024-09-16 04:00:00,2024-09-16 10:00:00
TOOL_002,Productive; Engineering Runs; Post Maintenance Qual,5032,2024-09-16 10:00:00,2024-09-16 13:00:00
TOOL_002,Productive; Regular Production,5033,2024-09-16 13:00:00,2024-09-16 16:00:00
TOOL_002,Productive; Regular Production,5034,2024-09-16 16:00:00,2024-09-16 19:00:00
TOOL_002,Productive; Regular Production,5035,2024-09-16 19:00:00,2024-09-16 22:00:00
TOOL_002,Productive; Regular Production,5036,2024-09-16 22:00:00,2024-09-17 01:00:00
TOOL_002,Productive; Regular Production,5037,2024-09-17 01:00:00,2024-09-17 04:00:00
TOOL_002,Productive; Regular Production,5038,2024-09-17 04:00:00,2024-09-17 06:00:00
TOOL_002,Productive; Regular Production,5039,2024-09-17 06:00:00,2024-09-17 08:00:00
TOOL_002,Productive; Regular Production,5040,2024-09-17 08:00:00,2024-09-17 10:00:00
TOOL_002,Productive; Engineering Runs; Service Routine - Do Not Reload,5041,2024-09-17 10:00:00,2024-09-17 12:00:00
TOOL_002,Productive; Regular Production,5042,2024-09-17 12:00:00,2024-09-17 14:00:00
TOOL_002,Productive; Regular Production,5043,2024-09-17 14:00:00,2024-09-17 17:00:00
TOOL_002,Productive; Regular Production,5044,2024-09-17 17:00:00,2024-09-17 19:00:00
TOOL_002,Productive; Regular Production,5045,2024-09-17 19:00:00,2024-09-17 21:00:00
TOOL_002,Productive; Regular Production,5046,2024-09-17 21:00:00,2024-09-17 23:00:00
TOOL_002,Productive; Regular Production,5047,2024-09-17 23:00:00,2024-09-18 02:00:00
TOOL_002,Productive; Regular Production,5048,2024-09-18 02:00:00,2024-09-18 04:00:00
TOOL_002,Productive; Regular Production,5049,2024-09-18 04:00:00,2024-09-18 06:00:00
TOOL_002,Productive; Regular Production,5050,2024-09-18 06:00:00,2024-09-18 08:00:00
TOOL_002,Productive; Regular Production,5051,2024-09-18 08:00:00,2024-09-18 10:00:00
TOOL_002,Productive; Regular Production,5052,2024-09-18 10:00:00,2024-09-18 12:00:00
